title,date,category
Self-Supervised Hyperboloid Representations from Logical Queries over Knowledge Graphs,2020-12-23 23:19:00+00:00,cs.LG
Brain Graph Super-Resolution Using Adversarial Graph Neural Network with Application to Functional Brain Connectivity,2021-05-02 09:09:56+00:00,eess.IV
The Twins Embedding of Type Ia Supernovae II: Improving Cosmological Distance Estimates,2021-05-05 17:29:12+00:00,astro-ph.CO
Graph Autoencoders for Embedding Learning in Brain Networks and Major Depressive Disorder Identification,2021-07-27 14:12:39+00:00,q-bio.NC
"Topological Order, Quantum Codes and Quantum Computation on Fractal Geometries",2021-07-30 18:00:03+00:00,quant-ph
X-GOAL: Multiplex Heterogeneous Graph Prototypical Contrastive Learning,2021-09-08 11:46:09+00:00,cs.LG
A Case Study to Reveal if an Area of Interest has a Trend in Ongoing Tweets Using Word and Sentence Embeddings,2021-10-02 18:44:55+00:00,cs.CL
Exploring System Performance of Continual Learning for Mobile and Embedded Sensing Applications,2021-10-25 22:06:26+00:00,cs.LG
SMORE: Knowledge Graph Completion and Multi-hop Reasoning in Massive Knowledge Graphs,2021-10-28 05:02:33+00:00,cs.LG
Exploiting full Resolution Feature Context for Liver Tumor and Vessel Segmentation via Integrate Framework: Application to Liver Tumor and Vessel 3D Reconstruction under embedded microprocessor,2021-11-26 02:48:48+00:00,eess.IV
Environment effects on X-ray absorption spectra with quantum embedded real-time Time-dependent density functional theory approaches,2021-11-27 17:18:11+00:00,physics.chem-ph
A Multi-Strategy based Pre-Training Method for Cold-Start Recommendation,2021-12-04 08:11:55+00:00,cs.IR
Contrastive Embedding Distribution Refinement and Entropy-Aware Attention for 3D Point Cloud Classification,2022-01-27 09:10:28+00:00,cs.CV
TMS: A Temporal Multi-scale Backbone Design for Speaker Embedding,2022-03-17 05:49:35+00:00,cs.SD
Directly Detecting the Envelopes of Low-mass Planets Embedded In Protoplanetary Discs and The Case For TW Hydrae,2022-04-09 06:22:17+00:00,astro-ph.EP
Frozen-Density Embedding for including environmental effects in the Dirac-Kohn-Sham theory: an implementation based on density fitting and prototyping techniques,2022-05-11 14:15:03+00:00,physics.chem-ph
On Upward-Planar L-Drawings of Graphs,2022-05-11 16:53:07+00:00,cs.DS
CompartOS: CHERI Compartmentalization for Embedded Systems,2022-06-06 18:59:02+00:00,cs.CR
"Gender Bias in Word Embeddings: A Comprehensive Analysis of Frequency, Syntax, and Semantics",2022-06-07 15:35:10+00:00,cs.CY
Aligning Retrograde Nuclear Cluster Orbits with an Active Galactic Nucleus Accretion Disc,2022-07-19 20:21:42+00:00,astro-ph.GA
C3-DINO: Joint Contrastive and Non-contrastive Self-Supervised Learning for Speaker Verification,2022-08-15 21:52:02+00:00,eess.AS
Parameter-free Dynamic Graph Embedding for Link Prediction,2022-10-15 04:17:09+00:00,cs.LG
Random Embeddings of Graphs: The Expected Number of Faces in Most Graphs is Logarithmic,2022-11-02 10:58:31+00:00,math.CO
Intent-aware Multi-source Contrastive Alignment for Tag-enhanced Recommendation,2022-11-11 17:43:19+00:00,cs.IR
"One for All, All for One: Learning and Transferring User Embeddings for Cross-Domain Recommendation",2022-11-22 02:54:38+00:00,cs.IR
Logical Message Passing Networks with One-hop Inference on Atomic Formulas,2023-01-21 02:34:06+00:00,cs.LG
Medical diffusion on a budget: textual inversion for medical image generation,2023-03-23 16:50:19+00:00,cs.CV
An embedding for EEG signals learned using a triplet loss,2023-03-23 09:05:20+00:00,eess.SP
PHANGS-JWST First Results: Dust embedded star clusters in NGC 7496 selected via 3.3 $μ$m PAH emission,2022-11-24 05:46:36+00:00,astro-ph.GA
Envelope structure of deeply embedded young stellar objects in the Serpens Molecular Cloud,1998-10-03 01:42:16+00:00,astro-ph
Mid-infrared imaging of the massive young star AFGL 2591: Probing the circumstellar environment of an outflow source,2000-08-02 22:02:01+00:00,astro-ph
A Submillimeter Study of the Star-Forming Region NGC7129,2000-08-20 03:26:41+00:00,astro-ph
The Southern Galactic Plane Survey: The Test Region,2000-12-13 22:16:51+00:00,astro-ph
A molecular-line study of clumps with embedded high-mass protostar candidates,2001-03-14 22:45:58+00:00,astro-ph
"HST/NICMOS detection of a partially embedded, intermediate-mass pre-main-sequence population in the 30 Doradus Nebula",2001-04-17 06:38:44+00:00,astro-ph
Embedded Star Formation in the Eagle Nebula,2002-01-17 16:48:52+00:00,astro-ph
On the mass function of star clusters,2002-07-23 20:01:41+00:00,astro-ph
Simulations of Gaseous Disc-Embedded Planet Interaction,2003-05-28 20:18:27+00:00,astro-ph
The Spectral Energy Distributions of Infant Super Star Clusters in Henize 2-10 from 7mm to 6cm,2003-08-18 18:33:53+00:00,astro-ph
Far-infrared photometry of deeply embedded outflow sources,2003-11-06 18:28:32+00:00,astro-ph
Embedded Star Clusters in the W51 Giant Molecular Cloud,2004-06-29 07:47:51+00:00,astro-ph
High-Resolution NIR Observations of the Circumstellar Disk System in the Bok Globule CB 26,2004-08-25 15:57:00+00:00,astro-ph
Probing the embedded YSOs of the R CrA region through VLT-ISAAC spectroscopy,2004-08-31 10:19:08+00:00,astro-ph
Discovery of multi-seeded multi-mode formation of embedded clusters in the Rosette Molecular Complex,2005-04-01 03:33:25+00:00,astro-ph
Line profiles of water for the photon dominated region and embedded sources in the S140 region,2006-03-24 15:13:18+00:00,astro-ph
Characterization of jovian plasma embedded dust particles,2006-05-21 21:15:46+00:00,astro-ph
The Protostar in the massive Infrared Dark Cloud IRDC18223-3,2007-01-08 11:44:28+00:00,astro-ph
Optically Thick [O I] and [C II] Emission Towards NGC 6334 A,2007-02-09 18:10:58+00:00,astro-ph
Time Dependent Resonance Theory,1998-04-20 20:28:46+00:00,chao-dyn
Spectral Properties of the k-Body Embedded Gaussian Ensembles of Random Matrices,2000-10-26 16:10:54+00:00,cond-mat
Spectral Properties of the k-Body Embedded Gaussian Ensembles of Random Matrices for Bosons,2001-07-17 12:42:03+00:00,cond-mat
On relating CTL to Datalog,2005-10-04 17:29:48+00:00,cs.LO
Field-Sensitive Value Analysis of Embedded C Programs with Union Types and Pointer Arithmetics,2007-03-15 05:46:39+00:00,cs.PL
Embedding of exact C*-algebras and continuous fields in the Cuntz algebra O_2,1997-12-09 09:07:41+00:00,funct-an
On the Resolution of Time Problem in Quantum Gravity Induced from Unconstrained Membranes,1995-06-27 14:36:25+00:00,gr-qc
Application of the Campbell-Magaard theorem to higher-dimensional physics,2003-02-05 18:16:32+00:00,gr-qc
Generalized Friedmann branes,2003-08-21 16:34:07+00:00,gr-qc
Superselection Sectors and General Covariance.I,2005-11-21 19:49:54+00:00,gr-qc
Dirac Quantization of Parametrized Field Theory,2006-07-18 08:45:28+00:00,gr-qc
Identifying Unconventional E$_{\bf 6}$ Models at $e^+ e^-$ Colliders,1994-01-15 02:21:48+00:00,hep-ph
New Constraints on SO(10) Model-Building from String Theory,1996-06-28 05:42:50+00:00,hep-ph
Representation theory of finite W algebras,1992-11-24 16:28:20+00:00,hep-th
Finite and Infinite W Algebras and their Applications,1993-08-30 12:32:20+00:00,hep-th
Non-standard embedding and five-branes in heterotic M-Theory,1998-08-17 23:32:44+00:00,hep-th
Regular R-R and NS-NS BPS black holes,1999-10-28 18:08:46+00:00,hep-th
A Note on Embedding of M-Theory Corrections into Eleven-Dimensional Superspace,2001-03-27 00:03:35+00:00,hep-th
Lectures on Heterotic M-Theory,2002-01-06 01:46:13+00:00,hep-th
Clash of symmetries on the brane,2002-02-07 06:43:22+00:00,hep-th
Holographic Meson Melting,2006-12-18 18:47:06+00:00,hep-th
"Critical points in an algebra of elementary embeddings, II",1995-03-07 00:00:00+00:00,math.LO
Positive definite distributions and subspaces of $L_{-p}$ with applications to stable processes,1996-10-01 00:00:00+00:00,math.FA
Shadows of blow-up algebras,2002-01-23 20:05:12+00:00,math.AG
"Pushout stability of embeddings, injectivity and categories of algebras",2002-04-10 19:00:54+00:00,math.CT
Random Planar Lattices and Integrated SuperBrownian Excursion,2002-05-22 13:22:22+00:00,math.CO
Sphere eversions and realization of mappings,2003-05-12 08:03:43+00:00,math.GT
Measure convolution semigroups and non-infinitely divisible probability distributions,2004-03-10 21:17:30+00:00,math.PR
The radial curvature of an end that makes eigenvalues vanish in the essential spectrum I,2005-05-26 03:35:35+00:00,math.DG
The space of embedded minimal surfaces of fixed genus in a 3-manifold V; Fixed genus,2005-09-27 21:15:50+00:00,math.DG
Laguerre Geometry of Hypersurfaces in $\R^n$,2006-06-14 02:24:20+00:00,math.DG
Cutting and Pasting in the Torelli Group,2006-08-15 05:22:24+00:00,math.GT
On embeddings of proper and equicontinuous actions in zero-dimensional compactifications,2007-01-05 17:14:11+00:00,math.GN
Embedded Solitons in Lagrangian and Semi-Lagrangian Systems,2002-04-30 19:01:37+00:00,math-ph
A Contour Integral Representation for the Dual Five-Point Function and a Symmetry of the Genus Four Surface in R6,2005-10-17 15:02:04+00:00,math-ph
Inverse Modeling of Complex Networks Using Embedded Complex Logistic Maps,2002-12-23 05:35:41+00:00,nlin.AO
Spectroscopy of free radicals and radical containing entrance-channel complexes in superfluid helium nano-droplets,2006-09-07 13:52:55+00:00,physics.atm-clus
A Model for Predicting Magnetic Targeting of Multifunctional Particles in the Microvasculature,2006-12-13 01:46:21+00:00,physics.bio-ph
Star Formation in the Bok Globule CB54,2007-04-03 17:05:13+00:00,astro-ph
The Thermal Regulation of Gravitational Instabilities in Protoplanetary Disks. IV. Simulations with Envelope Irradiation,2007-06-27 19:58:34+00:00,astro-ph
On The Orbital Evolution of Jupiter Mass Protoplanet Embedded in A Self-Gravity Disk,2007-09-04 05:46:05+00:00,astro-ph
Space-time filling branes in non critical (super) string theories,2007-09-04 16:12:07+00:00,hep-th
C^*- Actions on Stein analytic spaces with isolated singularities,2007-09-04 23:10:07+00:00,math.CV
Evaporation and condensation of spherical interstellar clouds. Self-consistent models with saturated heat conduction and cooling,2007-09-05 11:21:27+00:00,astro-ph
"Global Models for the Evolution of Embedded, Accreting Protostellar Disks",2007-09-27 16:32:02+00:00,astro-ph
Dynamical resonances and SSF singularities for a magnetic Schroedinger operator,2007-10-02 11:37:08+00:00,math.SP
Verification of Embedded Memory Systems using Efficient Memory Modeling,2007-10-25 08:44:05+00:00,cs.LO
The Spitzer Gould Belt Survey of Large Nearby Interstellar Clouds: Discovery of a Dense Embedded Cluster in the Serpens-Aquila Rift,2007-12-19 22:38:04+00:00,astro-ph
Embedding compacta into products of curves,2007-12-20 15:45:37+00:00,math.GT
Renormalized area and properly embedded minimal surfaces in hyperbolic 3-manifolds,2008-02-15 17:25:27+00:00,math.DG
Annular embeddings of permutations for arbitrary genus,2008-03-05 17:08:15+00:00,math.CO
Embedded Oscillating Starless Cores,2008-04-10 20:09:18+00:00,astro-ph
The embedded contact homology index revisited,2008-05-09 17:38:09+00:00,math.SG
Planet Formation in Binary Stars: The case of Gamma Cephei,2008-05-09 14:21:50+00:00,astro-ph
"The structures of embedded clusters in the Perseus, Serpens and Ophiuchus molecular clouds",2008-05-14 12:48:16+00:00,astro-ph
Channeling of Protons Through Carbon Nanotubes Embedded in Dielectric Media,2008-06-06 12:50:57+00:00,physics.atom-ph
Self-overlapping Curves Revisited,2008-06-10 18:50:53+00:00,cs.CG
The Embedded Massive Star Forming Region RCW 38,2008-08-25 17:08:33+00:00,astro-ph
Three-dimensional simulations of multiple protoplanets embedded in a protostellar disc,2008-11-26 17:30:13+00:00,astro-ph
Entire Solutions of the Allen-Cahn equation and Complete Embedded Minimal Surfaces of Finite Total Curvature in $\R^3$,2009-02-12 07:40:57+00:00,math.AP
Holographic Dual of QCD from Black D5 Branes,2009-03-03 21:44:14+00:00,hep-th
Self-Assembling Systems are Distributed Systems,2009-07-06 19:04:52+00:00,cs.FL
A De Vries-type Duality Theorem for Locally Compact Spaces -- III,2009-07-12 10:53:58+00:00,math.GN
The Hilbert Lagrangian and Isometric Embedding: Tetrad Formulation of Regge-Teitelboim Gravity,2009-08-03 23:59:45+00:00,gr-qc
Kondo effect in a side-coupled double-quantum-dot system embedded in a mesoscopic ring,2009-08-05 05:36:11+00:00,cond-mat.mes-hall
Emission from a Young Protostellar Object I. Signatures of Young Embedded Outflows,2009-08-13 11:23:13+00:00,astro-ph.SR
Markovian embedding of non-Markovian superdiffusion,2009-10-02 14:20:24+00:00,cond-mat.stat-mech
Embedded Young Stellar Object Candidates in the Active Star Forming Complex W51: Mass Function and Spatial Distribution,2009-10-05 10:56:55+00:00,astro-ph.GA
Towards a Calculus for Non-Linear Spectral Gaps [Extended Abstract],2009-10-11 20:38:56+00:00,math.MG
Geodesic boundary value problems with symmetry,2009-11-11 18:49:40+00:00,math.OC
Peculiar properties of a charged dilatonic black hole in AdS_5,2009-11-16 04:09:14+00:00,hep-th
Thick-disk evolution induced by the growth of an embedded thin disk,2009-12-11 16:22:06+00:00,astro-ph.GA
"Discrete Dirac Operators, Critical Embeddings and Ihara-Selberg Functions",2009-12-16 16:57:09+00:00,math.CO
Magnetism of small V clusters embedded in a Cu fcc matrix: an ab initio study,2010-01-25 19:29:33+00:00,cond-mat.str-el
Oriented Matroids -- Combinatorial Structures Underlying Loop Quantum Gravity,2010-03-11 15:40:33+00:00,gr-qc
Safe Recursion on Notation into a Light Logic by Levels,2010-05-04 13:29:08+00:00,cs.LO
Spin Foams and Noncommutative Geometry,2010-05-06 18:54:45+00:00,math-ph
Variational Principles for immersed Surfaces with $L^2$-bounded Second Fundamental Form,2010-07-18 12:14:40+00:00,math.AP
New and improved Johnson-Lindenstrauss embeddings via the Restricted Isometry Property,2010-09-03 19:32:01+00:00,cs.IT
Algebraic characterization of simple closed curves via Turaev's cobracket,2010-09-14 10:44:35+00:00,math.GT
A Hierarchy of Local Symplectic Filling Obstructions for Contact 3-Manifolds,2010-09-14 19:54:24+00:00,math.SG
The Complexity of Counting Eulerian Tours in 4-Regular Graphs,2010-09-25 15:40:39+00:00,cs.CC
Fidelity decay of the two-level bosonic embedded ensembles of Random Matrices,2010-11-02 17:43:01+00:00,quant-ph
Do AES encryptions act randomly?,2010-11-11 13:17:15+00:00,cs.IT
The outburst of an embedded low-mass YSO in L1641,2010-12-01 20:05:41+00:00,astro-ph.SR
Guessing models and generalized Laver diamond,2010-12-10 09:23:06+00:00,math.LO
Dynamics of Fundamental Matter in N=2* Yang-Mills Theory,2011-02-02 20:54:03+00:00,hep-th
Quantization Audio Watermarking with Optimal Scaling on Wavelet Coefficients,2011-04-01 06:32:37+00:00,cs.CR
A generalization of Hausdorff dimension applied to Hilbert cubes and Wasserstein spaces,2011-05-02 15:34:28+00:00,math.MG
"Embeddings of Linear Arrays, Rings and 2-D Meshes on Extended Lucas Cube Networks",2011-05-07 02:19:59+00:00,cs.NI
On the rational homology of high dimensional analogues of spaces of long knots,2011-05-09 04:02:25+00:00,math.AT
Inflating wormholes in the braneworld models,2011-05-13 03:53:59+00:00,gr-qc
Compact groups in theory and practice -- IV. The connection to large-scale structure,2011-06-06 20:08:13+00:00,astro-ph.CO
Cellular Stratified Spaces I: Face Categories and Classifying Spaces,2011-06-19 19:08:45+00:00,math.AT
Fissioned triangular schemes via sharply 3-transitive groups,2011-07-02 09:16:07+00:00,math.CO
Probing the near-IR flux excess in young star clusters,2011-07-04 10:22:47+00:00,astro-ph.CO
Extending maps by injective $σ$-$Z$-maps in Hilbert manifolds,2011-07-07 19:51:44+00:00,math.GN
Embedding permutation groups into wreath products in product action,2011-08-18 03:02:41+00:00,math.GR
Quantum statistics of photon from a semiconductor microcavity embedded with a graphene nanoribbon,2011-09-03 07:50:34+00:00,cond-mat.mes-hall
Latent Semantic Learning with Structured Sparse Representation for Human Action Recognition,2011-09-23 00:39:51+00:00,cs.MM
Semi-algebraic horizontal subvarieties of Calabi-Yau type,2011-09-26 16:43:36+00:00,math.AG
Bourgain's discretization theorem,2011-10-24 22:32:43+00:00,math.FA
Test-space characterizations of some classes of Banach spaces,2011-12-14 00:50:35+00:00,math.FA
Multiple-Source Shortest Paths in Embedded Graphs,2012-02-01 22:24:46+00:00,cs.DS
Optimal bandwidth-aware VM allocation for Infrastructure-as-a-Service,2012-02-16 20:03:44+00:00,cs.NI
Noninvasive Embedding of Single Co Atoms in Ge(111)2x1 Surfaces,2012-03-13 12:37:47+00:00,cond-mat.mtrl-sci
